notebook_id,relative_path,folder,filename,size_bytes
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/figures/18_residue_projection_memory_mode_3.png,figures,18_residue_projection_memory_mode_3.png,58419
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/figures/18_residue_projection_memory_mode_4.png,figures,18_residue_projection_memory_mode_4.png,58360
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/figures/18_transition_operator_P_heatmap.png,figures,18_transition_operator_P_heatmap.png,45675
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/figures/18_two_step_operator_prediction_error.png,figures,18_two_step_operator_prediction_error.png,49920
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/figures/18_two_step_residual_operator_heatmap.png,figures,18_two_step_residual_operator_heatmap.png,52858
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/figures/18_windowed_rank4_residual_reduction.png,figures,18_windowed_rank4_residual_reduction.png,84220
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/figures/18_windowed_rank_requirement.png,figures,18_windowed_rank_requirement.png,86438
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/figures/18_windowed_remaining_rank4_residual_heatmap.png,figures,18_windowed_remaining_rank4_residual_heatmap.png,77492
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_corrected_two_step_operator_rank_1.csv,data,18_corrected_two_step_operator_rank_1.csv,1277
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_corrected_two_step_operator_rank_2.csv,data,18_corrected_two_step_operator_rank_2.csv,1278
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_corrected_two_step_operator_rank_3.csv,data,18_corrected_two_step_operator_rank_3.csv,1285
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_corrected_two_step_operator_rank_4.csv,data,18_corrected_two_step_operator_rank_4.csv,1285
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_corrected_two_step_operator_rank_5.csv,data,18_corrected_two_step_operator_rank_5.csv,1283
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_corrected_two_step_operator_rank_6.csv,data,18_corrected_two_step_operator_rank_6.csv,1280
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_corrected_two_step_operator_rank_7.csv,data,18_corrected_two_step_operator_rank_7.csv,1286
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_corrected_two_step_operator_rank_8.csv,data,18_corrected_two_step_operator_rank_8.csv,1283
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_dataset_summary.csv,data,18_dataset_summary.csv,287
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_empirical_two_step_operator_P2.csv,data,18_empirical_two_step_operator_P2.csv,1286
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_interpretation_summary.csv,data,18_interpretation_summary.csv,476
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_low_rank_prediction_errors.csv,data,18_low_rank_prediction_errors.csv,1405
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_markov_predicted_two_step_operator_P2.csv,data,18_markov_predicted_two_step_operator_P2.csv,1279
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_operator_metrics.csv,data,18_operator_metrics.csv,200
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_real_vs_shuffle_spectral_comparison.csv,data,18_real_vs_shuffle_spectral_comparison.csv,381
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_residual_singular_values.csv,data,18_residual_singular_values.csv,520
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_residue_projection_by_memory_mode.csv,data,18_residue_projection_by_memory_mode.csv,1535
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_shuffle_singular_values.csv,data,18_shuffle_singular_values.csv,32600
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_shuffle_spectral_summary.csv,data,18_shuffle_spectral_summary.csv,4546
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_state_residue_projection_matrix.csv,data,18_state_residue_projection_matrix.csv,1282
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_state_summary.csv,data,18_state_summary.csv,376
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_transition_operator_P.csv,data,18_transition_operator_P.csv,1274
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_two_step_residual_matrix.csv,data,18_two_step_residual_matrix.csv,1408
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_window_summary.csv,data,18_window_summary.csv,1767
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_windowed_low_rank_memory_metrics.csv,data,18_windowed_low_rank_memory_metrics.csv,12109
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_windowed_remaining_rank4_residual_flat.csv,data,18_windowed_remaining_rank4_residual_flat.csv,16408
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/data/18_windowed_singular_values.csv,data,18_windowed_singular_values.csv,7846
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/docs/18_interpretation_summary.md,docs,18_interpretation_summary.md,4256
18_spectral_memory_low_rank_operator,18_spectral_memory_low_rank_operator/tex/18_spectral_memory_low_rank_operator.tex,tex,18_spectral_memory_low_rank_operator.tex,1314
